Index,kucukharf_sonuc
13100,"uyluk kemiği ağrısının teşhisi ve tedavisi, temel nedeni belirlemek ve uygun yönetimi sağlamak için kapsamlı bir yaklaşım gerektirir."
13101,"i̇şte uyluk kemiği ağrısının teşhisi ile ilgili tipik adımlar: spesifik tedavi planı kişinin teşhisi ve benzersiz durumlarına uyarlanır kalıcı veya şiddetli uyluk kemiği ağrısı yaşıyorsanız, erken teşhis ve müdahale için bir sağlık kuruluşuna başvurmak önemlidir."
13102,steven-johnson sendromu acil tıbbi müdahale gerektiren cildin ve vücudun mukoza tabakasının etkilendiği bir sağlık sorunudur.
13103,"nedenleri arasında başta ilaç alerjisi olmak üzere enfeksiyon hastalıkları veya kanser gibi sağlık sorunları bulunan steven-johnson sendromu, erken dönemde tedaviye başlanmazsa hayati risk oluşturabilir."
13104,steven-johnson sendromu hakkında merak edilenler yazının ilerleyen kısımlarında detaylı olarak yer almaktadır.i̇çindekilersteven-johnson sendromu nedir?steven-johnson sendromu belirtileri nelerdir?steven-johnson sendromu nedenleri nelerdir?steven-johnson sendromu risk faktörleri nelerdir?steven-johnson sendromu tanısı nasıl konulur?stevens-johnson sendromu hakkında sık sorulan sorular  steven-johnson sendromu nedir?
13105,stevens-johnson sendromu (sjs) nadir görülen ancak herhangi bir sebeple ortaya çıktığında ciddi komplikasyonlara neden olabilen bir sağlık sorunudur.
13106,"steven johnson sendromunun en önemli belirtileri arasında deri döküntüsü, dudak, dil, yanak veya solunum sistemi gibi mukoza tabakasında ortaya çıkan cilt lezyonları yer alır."
13107,steven johnson vakalarının %80'den fazlasının nedeni genellikle beklenmedik bir ilaç yan etkisidir.
13108,nadiren de olsa bazı enfeksiyon hastalıkları da sjs semptomlarının ortaya çıkmasına neden olabilir.
13109,bazı araştırmalar her yıl 1 milyon yetişkinden dört ila beşinde steven johnson sendromuna rastlandığını göstermektedir.
13110,bazı kaynaklarda steven-johnson sendromunun sıklıkla toksik epidermal nekroliz ile birlikte anıldığı da görülebilir.
13111,"ancak toksik epidermal nekroliz ile steven-johnson sendromu semptomları ve ortaya çıkış mekanizması arasında bağlantı olsa da sjs vakalarında derinin %10’undan azında lezyonlara rastlanırken toksik epidermal nekroliz daha ciddi komplikasyonları olan, vücudun yaklaşık %30’undan fazlasında tutulum görülen bir sağlık sorunudur."
13112,steven-johnson sendromu belirtileri nelerdir?
13113,başlangıçta gripte görülen semptomlara benzer semptomlarla başlayan sjs ilerleyen dönemlerde ciltte ağrılı bir döküntü meydana getirebilir.
13114,"döküntü hızla yayılabilir, kabarcıklar oluşabilir ve etkilenen cildin üst tabakası soyularak dökülmeye başlayabilir."
13115,bazı vakalarda cilt kendini onararak iyileşse de bu iyileşme aylar sürebilir.
13116,"başlıca steven-johnson sendromu belirtileri aşağıdaki gibidir:  ciltte ağrılı döküntü, cilt yüzeyinde kırmızı lekeler, yüksek ateş, ağız, boğaz, dil, yanak, cinsel organların çevresi gibi vücut bölgelerinde cilt kabarcıkları, genital bölge tutulumu olan durumlarda idrara çıkarken yanma, göz çevresi tutulumuna bağlı olarak gözlerde şişlik, tat alma duyusunda bozulma, yorgunluk ve halsizlik, solunum sisteminin etkilendiği durumlarda nefes almada zorluk, saç dökülmesi, tırnaklarda zayıflama ve kırılma, normalde olduğundan daha fazla terleme."
13117,uzmanlara göre stevens-johnson sendromu tanısı alan hastaların steril bir sağlık kuruluşunda gözlem altında tutulması ve tedavilerinin yürütülmesi iyileşme sürecine yardımcı olabilir.
13118,tedavi sürecinde öncelikle hastalığın altında yatan sağlık sorunu belirlenir.
13119,"ardından uzman doktorlar yaraların bakımını yapmayı, ağrı gibi semptomları hafifletmeyi ve cildin kendini onarım sürecinde ortaya çıkması muhtemel komplikasyonları en aza indirmeyi amaçlar."
13120,steven-johnson sendromu nedenleri nelerdir?
13121,steven-johnson sendromu vakaları incelendiğinde büyük çoğunluğunda deri lezyonlarının bağışıklık sisteminin herhangi bir ilaca karşı verdiği anormal yanıt sonucunda ortaya çıktığı görülür.
13122,ek olarak bazı enfeksiyon hastalıklarının da steven-johnson sendromuna neden olabileceğini gösteren çeşitli çalışmalar vardır.
13123,buna göre başlıca steven-johnson sendromu nedenleri şu şekilde sıralanabilir:  i̇laçlar: yapılan bilimsel çalışmalar steven-johnson sendromu hastalarının yaklaşık %80’inde sendroma bazı ilaçların neden olduğunu göstermektedir.
13124,araştırmalar sjs’ye neden olabilen 100’den fazla ilaç olduğunu gösterse de bu ilaçlar birkaç farklı kategoride değerlendirilebilir.
13125,"örneğin epilepsi hastalarında kullanılan antiepileptik ilaçlar, penisilin gibi antibiyotikler, gut,hastalığının veya böbrek hastalıklarının tedavisinde kullanılan bazı ilaçlar nadiren de olsa steven-johnson sendromuna neden olabilir."
13126,enfeksiyon hastalıkları: bazı durumlarda virüs veya bakteri kaynaklı enfeksiyon hastalıkları da steven-johnson sendromuna neden olabilir.
13127,"sjs’ye neden olan viral enfeksiyonlar arasında hepatit virüsleri, herpes virüsü (uçuk), hiv, pnömoni (zatürre), grip, zona gibi hastalıklar sayılabilir."
13128,"bunların yanı sıra brusella, difteri, verem gibi bakteri kaynaklı enfeksiyon hastalıkları da nadiren steven-johnson sendromuna neden olabilir."
13129,steven-johnson sendromu risk faktörleri nelerdir?
13130,bazı durumlarda steven-johnson sendromu görülme riski daha yüksek olabilir.
13131,buna göre steven-johnson için başlıca risk faktörleri şu şekilde sıralanabilir:  her yaştan ve cinsiyetten insanı etkilemekle birlikte özellikle kadınlarda ve yaşlılarda steven-johnson sendromuna daha çok rastlanabilir.
13132,ek olarak bazı çalışmalar çocukların da steven-johnson sendromu açısından risk grubunda olduğunu göstermektedir.
13133,"kanser, hiv gibi bağışıklık sistemini baskılayan herhangi bir sağlık sorunu bulunan kişilerde de steven-johnson sendromu görülme riski daha yüksek olabilir."
13134,genetik faktörler de steven-johnson sendromunun ortaya çıkışında rol oynayabilir.
13135,"bazı çalışmalara göre özellikle japonya, tayvan, kore gibi ülkelerde yaşayanlarda sjs’ye daha sık rastlanabilir."
13136,steven-johnson sendromu tanısı nasıl konulur?
13137,günümüzde steven-johnson tanısını koymaya yardımcı spesifik bir tanı yöntemi bulunmamaktadır.
13138,bununla birlikte deride ağrılı döküntü gibi şikâyetlerle uzmanlara başvuran hastalar alanında uzman doktorlar tarafından öncelikle fiziki muayeneden geçirilir.
13139,sjs vakalarınının büyük çoğunluğunda dil ve yanak mukoza zarı gibi en az iki mukoza tabakasında tutulum vardır.
13140,bu nedenle muayene aşamasında uzmanlar hastanın cildini ve mukoza tabakasını detaylı olarak inceler.
13141,ek olarak bazı durumlarda uzmanlar tanıyı doğrulamak için cilt biyopsisi yapılmasını da uygun görebilir.
13142,stevens-johnson sendromu hakkında sık sorulan sorular steven-johnson sendromu ne kadar sürede i̇yileşir?
13143,steven-johnson sendromunda iyileşme süresi semptomların şiddetine bağlı olarak değişiklik gösterebilir.
13144,"araştırmalar cildin kendisini onarması ve yenilenmesi için yaklaşık 2-3 haftalık bir süreye ihtiyaç olduğunu, cildin eski haline tamamen dönmesinin ise birkaç ay sürebileceğini göstermektedir."
13145,steven-johnson sendromu önlenebilir mi?
13146,steven-johnson sendromu genellikle kullanılan bir ilaca karşı vücudun verdiği anormal tepki sonucunda ortaya çıktığından daha öncesinde herhangi bir ilaca karşı bu tarzda bir reaksiyon gözlenen hastaların o ilaçları kullanmaktan kaçınması önemlidir.
13147,steven-johnson sendromu komplikasyonları nelerdir?
13148,"steven-johnson sendromu erken dönemde tedavi edilmediğinde zatürre, sepsis (yaygın enfeksiyon), şok ve çoklu organ yetmezliği gibi ciddi sağlık sorunlarına neden olabilir."
13149,steven-johnson sendromunda erken tanı ve tedavi semptomların kontrol altına alınmasına ve hastalığın ilerlemesinin önlenmesine yardımcı olabilir.
13150,"siz de ciltte döküntü, kızarıklık, yorgunluk gibi semptomlar yaşıyorsanız vakit kaybetmeden alanında uzman bir doktordan randevu almayı ve gerekli kontrollerinizi yaptırmayı ihmal etmeyin."
13151,steven-johnson sendromu acil tıbbi müdahale gerektiren cildin ve vücudun mukoza tabakasının etkilendiği bir sağlık sorunudur.
13152,"nedenleri arasında başta ilaç alerjisi olmak üzere enfeksiyon hastalıkları veya kanser gibi sağlık sorunları bulunan steven-johnson sendromu, erken dönemde tedaviye başlanmazsa hayati risk oluşturabilir."
13153,steven-johnson sendromu hakkında merak edilenler yazının ilerleyen kısımlarında detaylı olarak yer almaktadır.
13154,stevens-johnson sendromu (sjs) nadir görülen ancak herhangi bir sebeple ortaya çıktığında ciddi komplikasyonlara neden olabilen bir sağlık sorunudur.
13155,"steven johnson sendromunun en önemli belirtileri arasında deri döküntüsü, dudak, dil, yanak veya solunum sistemi gibi mukoza tabakasında ortaya çıkan cilt lezyonları yer alır."
13156,steven johnson vakalarının %80'den fazlasının nedeni genellikle beklenmedik bir ilaç yan etkisidir.
13157,nadiren de olsa bazı enfeksiyon hastalıkları da sjs semptomlarının ortaya çıkmasına neden olabilir.
13158,bazı araştırmalar her yıl 1 milyon yetişkinden dört ila beşinde steven johnson sendromuna rastlandığını göstermektedir.
13159,bazı kaynaklarda steven-johnson sendromunun sıklıkla toksik epidermal nekroliz ile birlikte anıldığı da görülebilir.
13160,"ancak toksik epidermal nekroliz ile steven-johnson sendromu semptomları ve ortaya çıkış mekanizması arasında bağlantı olsa da sjs vakalarında derinin %10’undan azında lezyonlara rastlanırken toksik epidermal nekroliz daha ciddi komplikasyonları olan, vücudun yaklaşık %30’undan fazlasında tutulum görülen bir sağlık sorunudur."
13161,başlangıçta gripte görülen semptomlara benzer semptomlarla başlayan sjs ilerleyen dönemlerde ciltte ağrılı bir döküntü meydana getirebilir.
13162,"döküntü hızla yayılabilir, kabarcıklar oluşabilir ve etkilenen cildin üst tabakası soyularak dökülmeye başlayabilir."
13163,bazı vakalarda cilt kendini onararak iyileşse de bu iyileşme aylar sürebilir.
13164,başlıca steven-johnson sendromu belirtileri aşağıdaki gibidir: uzmanlara göre stevens-johnson sendromu tanısı alan hastaların steril bir sağlık kuruluşunda gözlem altında tutulması ve tedavilerinin yürütülmesi iyileşme sürecine yardımcı olabilir.
13165,tedavi sürecinde öncelikle hastalığın altında yatan sağlık sorunu belirlenir.
13166,"ardından uzman doktorlar yaraların bakımını yapmayı, ağrı gibi semptomları hafifletmeyi ve cildin kendini onarım sürecinde ortaya çıkması muhtemel komplikasyonları en aza indirmeyi amaçlar."
13167,steven-johnson sendromu vakaları incelendiğinde büyük çoğunluğunda deri lezyonlarının bağışıklık sisteminin herhangi bir ilaca karşı verdiği anormal yanıt sonucunda ortaya çıktığı görülür.
13168,ek olarak bazı enfeksiyon hastalıklarının da steven-johnson sendromuna neden olabileceğini gösteren çeşitli çalışmalar vardır.
13169,buna göre başlıca steven-johnson sendromu nedenleri şu şekilde sıralanabilir: bazı durumlarda steven-johnson sendromu görülme riski daha yüksek olabilir.
13170,buna göre steven-johnson için başlıca risk faktörleri şu şekilde sıralanabilir:  günümüzde steven-johnson tanısını koymaya yardımcı spesifik bir tanı yöntemi bulunmamaktadır.
13171,bununla birlikte deride ağrılı döküntü gibi şikâyetlerle uzmanlara başvuran hastalar alanında uzman doktorlar tarafından öncelikle fiziki muayeneden geçirilir.
13172,sjs vakalarınının büyük çoğunluğunda dil ve yanak mukoza zarı gibi en az iki mukoza tabakasında tutulum vardır.
13173,bu nedenle muayene aşamasında uzmanlar hastanın cildini ve mukoza tabakasını detaylı olarak inceler.
13174,ek olarak bazı durumlarda uzmanlar tanıyı doğrulamak için cilt biyopsisi yapılmasını da uygun görebilir.
13175,steven-johnson sendromunda iyileşme süresi semptomların şiddetine bağlı olarak değişiklik gösterebilir.
13176,"araştırmalar cildin kendisini onarması ve yenilenmesi için yaklaşık 2-3 haftalık bir süreye ihtiyaç olduğunu, cildin eski haline tamamen dönmesinin ise birkaç ay sürebileceğini göstermektedir."
13177,steven-johnson sendromu genellikle kullanılan bir ilaca karşı vücudun verdiği anormal tepki sonucunda ortaya çıktığından daha öncesinde herhangi bir ilaca karşı bu tarzda bir reaksiyon gözlenen hastaların o ilaçları kullanmaktan kaçınması önemlidir.
13178,"steven-johnson sendromu erken dönemde tedavi edilmediğinde zatürre, sepsis (yaygın enfeksiyon), şok ve çoklu organ yetmezliği gibi ciddi sağlık sorunlarına neden olabilir."
13179,steven-johnson sendromunda erken tanı ve tedavi semptomların kontrol altına alınmasına ve hastalığın ilerlemesinin önlenmesine yardımcı olabilir.
13180,"siz de ciltte döküntü, kızarıklık, yorgunluk gibi semptomlar yaşıyorsanız vakit kaybetmeden alanında uzman bir doktordan randevu almayı ve gerekli kontrollerinizi yaptırmayı ihmal etmeyin."
13181,"okul korkusu, her yaştan çocuğun karşılaşabileceği olağan bir durumdur."
13182,genellikle okula yeni başlayan ve ilk kez gidecek olan çocuklarda görülse de sonradan da oluşabilir.
13183,okulun ilk günlerinde çocuğun farklı bir ortama adapte olmaya çalışması ve tanımadığı insanlarla çok uzun süre birlikte olması onu korkutabilir.
13184,alıştığı ortamdan uzaklaşarak ebeveynlerinden farklı bir yerde bulunmak onları endişelendirebilir.
13185,çocuklarda sıklıkla rastlanan bu durum geçicidir ve genellikle kısa sürer.i̇çindekilerokul korkusu nedir?okul korkusu nedenleri nelerdir?okul korkusu belirtileri nelerdir?okul korkusu nasıl çözülür?
13186,okul korkusu nedir?
13187,"okul fobisi olarak da adlandırılabilen okul korkusu, okuldan kaçınma ve uzaklaşma davranışıdır."
13188,"çocuğun okula gitmek istememesi, çeşitli bahaneler üreterek okuldan kaçması ve huzursuzluk yaşaması; okul fobisi belirtilerinden birkaçıdır."
13189,psikolojik olarak okula gitmeye hazır hissetmeyen çocuklarda keyifsizlik ve kaygıya rastlanır.
13190,genellikle geçicidir ve çocuğun okula alışması ile birlikte korku git gide azalarak kaybolur.
13191,"okul korkusu, sadece okula yeni başlayan çocuklarda değil, ara yaştaki çocuklarda da görülebilir."
13192,bu durumun sebebi genellikle okul çevresinden ve ortamdan kaynaklanır.
13193,"okulda yaşanan herhangi bir olumsuzluk, çocuğu okuldan soğutabilir."
13194,"örneğin arkadaşları ile tartışan ya da küsen bir çocuk, kendini yalnız hisseder ve okula gitmek istemez."
13195,bu durum sosyal becerilerini ve başarısını da etkileyebilir.
13196,okul korkusu nedenleri nelerdir?
13197,"okul korkusu, birçok sebepten kaynaklanıyor olabilir."
13198,"i̇lk ve en sık görülen sebebi, çocuğun sorumluluk almaya hazır olmamasıdır."
13199,"ebeveynlerinin desteğini sürekli hisseden çocuk, alışık olmadığı bir ortamda afallayabilir."
13200,"bir sorun yaşadığında anne babasının uzakta olduğunu düşünmesi, çocuğu kaygılandırır."
13201,"bir başka sebep ise, çocuğun kendini yalnız hissetmesidir."
13202,"okuldaki diğer çocuklar birbirleri ile anlaştıklarında veya gruplar kurmaya başladıklarında, çocuğun henüz bir arkadaş edinememesi ona kötü hissettirebilir."
